0,1,2,3,median_torque,avr,max
28.22839928,,,,28.22839928,28.22839928,28.22839928
27.80800056,,,,27.80800056,27.80800056,27.80800056
28.32740021,,,,28.32740021,28.32740021,28.32740021
27.71159935,,,,27.71159935,27.71159935,27.71159935
28.23530006,,,,28.23530006,28.23530006,28.23530006
27.70470047,,,,27.70470047,27.70470047,27.70470047
28.27630043,,,,28.27630043,28.27630043,28.27630043
27.85540009,,,,27.85540009,27.85540009,27.85540009
28.20000076,,,,28.20000076,28.20000076,28.20000076
27.3845005,,,,27.3845005,27.3845005,27.3845005
28.56710052,,,,28.56710052,28.56710052,28.56710052
28.457199100000004,,,,28.457199100000004,28.457199100000004,28.457199100000004
27.42070007,,,,27.42070007,27.42070007,27.42070007
28.4598999,,,,28.4598999,28.4598999,28.4598999
27.18040085,,,,27.18040085,27.18040085,27.18040085
28.44939995,,,,28.44939995,28.44939995,28.44939995
27.38669968,,,,27.38669968,27.38669968,27.38669968
28.40139961,,,,28.40139961,28.40139961,28.40139961
27.20910072,,,,27.20910072,27.20910072,27.20910072
28.53039932,,,,28.53039932,28.53039932,28.53039932
27.40139961,,,,27.40139961,27.40139961,27.40139961
28.62400055,,,,28.62400055,28.62400055,28.62400055
